order_id,customer_id,order_date,product_category,order_amount,discount_used,is_high_value_item,platform,device_type,payment_method,shipping_carrier,tracking_number_valid,address_change_before_delivery
ORD000516,CUST00124,2025-01-03,Beauty,234.06,0,0,Tablet App,Android,Crypto,UPS,1,0
ORD000517,CUST00124,2024-02-23,Grocery,63.77,1,0,Web Browser,iPad,PayPal,USPS,1,0
ORD000518,CUST00124,2024-07-16,Toys,5.0,0,0,Mobile App,iPad,Debit Card,FedEx,1,0
ORD000519,CUST00124,2024-05-15,Books,164.5,1,0,Web Browser,Windows PC,Gift Card,UPS,1,0
ORD000520,CUST00125,2024-09-11,Grocery,148.62,1,0,Mobile App,MacBook,Buy Now Pay Later,OnTrac,1,0
ORD000521,CUST00125,2025-05-05,Clothing,28.45,1,0,Mobile App,MacBook,Debit Card,USPS,0,0
ORD000522,CUST00125,2025-05-07,Grocery,185.52,0,0,Web Browser,iPad,PayPal,OnTrac,0,1
ORD000523,CUST00125,2025-01-24,Beauty,261.15,1,0,Tablet App,Android,Crypto,DHL,1,0
ORD000524,CUST00125,2024-03-21,Grocery,237.85,0,0,Mobile App,iPad,Buy Now Pay Later,OnTrac,0,1
ORD000525,CUST00125,2024-08-18,Toys,190.59,0,0,Mobile App,iPhone,Buy Now Pay Later,DHL,0,0
ORD000526,CUST00125,2024-11-11,Shoes,96.44,1,0,Web Browser,iPhone,PayPal,DHL,1,0
ORD000527,CUST00126,2024-01-17,Furniture,125.51,0,0,Mobile App,iPhone,PayPal,DHL,1,0
ORD000528,CUST00127,2024-08-25,Beauty,147.56,0,0,Web Browser,iPhone,Crypto,DHL,1,0
ORD000529,CUST00127,2024-05-15,Beauty,144.48,0,0,Tablet App,iPad,PayPal,FedEx,1,0
ORD000530,CUST00127,2025-03-01,Home & Kitchen,116.82,1,0,Tablet App,iPad,Buy Now Pay Later,USPS,0,0
ORD000531,CUST00127,2024-10-03,Home & Kitchen,158.73,1,0,Mobile App,Android,Crypto,FedEx,1,0
ORD000532,CUST00127,2024-08-22,Books,186.95,1,0,Mobile App,Windows PC,Gift Card,UPS,1,0
ORD000533,CUST00128,2024-12-07,Grocery,5.0,0,0,Tablet App,iPhone,Crypto,FedEx,1,0
ORD000534,CUST00128,2025-05-27,Sports,74.9,0,0,Tablet App,MacBook,PayPal,OnTrac,1,0
ORD000535,CUST00128,2024-07-02,Books,15.64,1,0,Web Browser,Windows PC,Gift Card,USPS,1,0
ORD000536,CUST00128,2024-05-23,Jewelry,215.52,0,0,Mobile App,iPad,Gift Card,DHL,1,1
ORD000537,CUST00128,2024-03-16,Books,176.65,0,0,Web Browser,iPad,Credit Card,UPS,1,0
ORD000538,CUST00128,2024-11-29,Toys,160.72,0,0,Tablet App,MacBook,Crypto,FedEx,1,0
ORD000539,CUST00128,2024-05-29,Electronics,166.48,1,0,Tablet App,MacBook,Crypto,USPS,1,0
ORD000540,CUST00129,2024-09-02,Furniture,163.71,0,0,Web Browser,MacBook,Credit Card,UPS,1,0
ORD000541,CUST00129,2025-01-03,Jewelry,29.42,0,0,Web Browser,iPad,PayPal,DHL,1,0
ORD000542,CUST00129,2025-03-23,Jewelry,129.34,0,0,Web Browser,MacBook,Gift Card,USPS,1,0
ORD000543,CUST00129,2024-10-19,Beauty,98.15,1,0,Tablet App,iPhone,Buy Now Pay Later,UPS,0,0
ORD000544,CUST00129,2025-06-30,Grocery,112.67,0,0,Tablet App,MacBook,Gift Card,UPS,1,0
ORD000545,CUST00129,2024-06-15,Toys,5.0,0,0,Web Browser,iPhone,Crypto,DHL,1,0
ORD000546,CUST00129,2024-04-17,Shoes,19.55,1,0,Mobile App,iPhone,Debit Card,USPS,1,0
ORD000547,CUST00129,2024-10-07,Home & Kitchen,5.0,0,0,Tablet App,MacBook,Gift Card,FedEx,1,0
ORD000548,CUST00129,2025-03-12,Jewelry,187.37,0,0,Web Browser,MacBook,Debit Card,DHL,1,0
ORD000549,CUST00130,2024-10-29,Shoes,57.45,1,0,Tablet App,MacBook,Credit Card,OnTrac,1,0
ORD000550,CUST00130,2025-07-12,Tools,5.46,0,0,Web Browser,iPad,Gift Card,FedEx,1,0
ORD000551,CUST00130,2024-01-27,Toys,121.46,0,0,Mobile App,Android,Debit Card,OnTrac,1,0
ORD000552,CUST00130,2025-07-01,Beauty,127.51,0,0,Tablet App,iPad,Buy Now Pay Later,UPS,1,0
ORD000553,CUST00130,2024-09-20,Home & Kitchen,25.87,1,0,Web Browser,iPhone,Gift Card,FedEx,1,0
ORD000554,CUST00130,2024-12-06,Furniture,85.62,0,0,Mobile App,Android,Debit Card,FedEx,1,0
ORD000555,CUST00130,2024-06-10,Shoes,205.44,0,0,Web Browser,Windows PC,PayPal,USPS,1,0
ORD000556,CUST00130,2025-07-16,Beauty,46.71,1,0,Tablet App,Windows PC,Credit Card,UPS,1,0
ORD000557,CUST00130,2024-11-09,Jewelry,33.8,0,0,Tablet App,MacBook,Buy Now Pay Later,UPS,1,0
ORD000558,CUST00130,2024-05-02,Sports,184.43,0,0,Mobile App,MacBook,Credit Card,UPS,1,0
ORD000559,CUST00130,2024-11-29,Beauty,104.41,0,0,Web Browser,Android,Crypto,UPS,1,0
ORD000560,CUST00130,2024-04-07,Electronics,5.0,1,0,Web Browser,Windows PC,Gift Card,OnTrac,1,0
ORD000561,CUST00131,2024-09-13,Sports,66.3,0,0,Web Browser,iPad,Crypto,DHL,1,0
ORD000562,CUST00131,2024-08-09,Home & Kitchen,105.0,0,0,Mobile App,iPhone,PayPal,UPS,1,0
ORD000563,CUST00131,2025-08-05,Home & Kitchen,130.64,0,0,Tablet App,iPad,PayPal,FedEx,1,0
ORD000564,CUST00131,2025-01-25,Sports,162.78,0,0,Mobile App,iPhone,Debit Card,OnTrac,1,0
ORD000565,CUST00132,2025-03-28,Clothing,318.87,0,1,Web Browser,Windows PC,PayPal,USPS,0,1
ORD000566,CUST00132,2025-02-26,Electronics,70.92,0,0,Web Browser,iPad,PayPal,USPS,0,0
ORD000567,CUST00132,2025-03-31,Home & Kitchen,169.62,0,0,Tablet App,MacBook,Credit Card,DHL,0,0
ORD000568,CUST00132,2024-01-15,Books,5.0,0,0,Web Browser,iPad,PayPal,DHL,0,0
ORD000569,CUST00132,2024-12-15,Shoes,174.02,0,0,Web Browser,Windows PC,Credit Card,FedEx,0,1
ORD000570,CUST00132,2024-01-15,Beauty,64.33,1,0,Mobile App,Android,Credit Card,USPS,1,0
ORD000571,CUST00132,2024-05-29,Furniture,120.91,0,0,Web Browser,Android,Buy Now Pay Later,DHL,0,1
ORD000572,CUST00133,2024-07-09,Toys,134.4,0,0,Web Browser,Android,Gift Card,FedEx,1,0
ORD000573,CUST00133,2024-11-08,Books,37.01,0,0,Web Browser,Windows PC,Crypto,DHL,1,0
ORD000574,CUST00133,2025-04-10,Shoes,5.0,1,0,Tablet App,iPhone,Crypto,USPS,1,0
ORD000575,CUST00133,2025-05-07,Furniture,143.15,1,0,Tablet App,Windows PC,Debit Card,USPS,1,0
ORD000576,CUST00133,2024-09-21,Electronics,5.0,1,0,Tablet App,iPhone,Gift Card,OnTrac,1,0
ORD000577,CUST00133,2025-07-04,Furniture,20.86,1,0,Tablet App,Android,PayPal,DHL,1,0
ORD000578,CUST00133,2024-06-18,Books,193.37,1,0,Tablet App,MacBook,Crypto,FedEx,1,0
ORD000579,CUST00133,2024-09-01,Books,62.8,1,0,Tablet App,Android,Gift Card,USPS,1,0
ORD000580,CUST00133,2025-05-27,Grocery,185.33,0,0,Tablet App,iPad,Gift Card,DHL,1,0
ORD000581,CUST00133,2025-01-01,Sports,129.01,1,0,Tablet App,iPhone,Buy Now Pay Later,UPS,0,0
ORD000582,CUST00133,2025-02-04,Beauty,101.24,1,0,Web Browser,iPad,PayPal,UPS,0,0
ORD000583,CUST00134,2024-10-05,Tools,116.94,1,0,Tablet App,Windows PC,Buy Now Pay Later,USPS,1,1
ORD000584,CUST00134,2025-06-12,Sports,173.42,1,0,Tablet App,Android,Buy Now Pay Later,DHL,0,1
ORD000585,CUST00134,2024-03-08,Shoes,127.01,0,0,Mobile App,Windows PC,Debit Card,FedEx,1,0
ORD000586,CUST00134,2024-12-07,Jewelry,236.4,1,0,Web Browser,iPhone,Crypto,FedEx,0,0
ORD000587,CUST00134,2024-09-29,Home & Kitchen,31.13,0,0,Mobile App,Android,Debit Card,UPS,0,0
ORD000588,CUST00134,2025-08-08,Toys,214.78,0,0,Web Browser,iPhone,Crypto,OnTrac,1,0
ORD000589,CUST00134,2024-11-28,Grocery,259.48,1,0,Tablet App,iPad,Gift Card,USPS,0,0
ORD000590,CUST00134,2024-11-29,Furniture,91.27,0,0,Mobile App,MacBook,PayPal,DHL,0,0
ORD000591,CUST00134,2024-05-14,Beauty,198.21,0,0,Web Browser,MacBook,Buy Now Pay Later,USPS,0,0
ORD000592,CUST00134,2024-01-21,Toys,45.09,1,0,Tablet App,MacBook,Buy Now Pay Later,UPS,1,0
ORD000593,CUST00135,2024-07-30,Beauty,69.38,1,0,Mobile App,Windows PC,Credit Card,USPS,1,0
ORD000594,CUST00135,2024-03-10,Furniture,145.12,1,0,Tablet App,iPad,Credit Card,UPS,1,0
ORD000595,CUST00135,2025-08-11,Furniture,255.93,0,0,Tablet App,MacBook,Debit Card,USPS,1,0
ORD000596,CUST00135,2025-07-24,Jewelry,101.28,1,0,Tablet App,MacBook,Credit Card,UPS,0,0
ORD000597,CUST00135,2024-09-23,Furniture,141.91,0,0,Tablet App,iPad,Gift Card,OnTrac,1,0
ORD000598,CUST00135,2024-06-10,Beauty,141.46,0,0,Tablet App,Windows PC,Debit Card,FedEx,0,0
ORD000599,CUST00135,2024-07-28,Grocery,130.37,0,0,Mobile App,Windows PC,Debit Card,OnTrac,1,0
ORD000600,CUST00136,2024-11-16,Shoes,5.0,1,0,Mobile App,iPhone,Buy Now Pay Later,DHL,1,0
ORD000601,CUST00136,2025-03-27,Electronics,5.0,1,0,Web Browser,iPhone,Debit Card,UPS,1,0
ORD000602,CUST00136,2025-07-23,Shoes,244.76,1,0,Tablet App,iPhone,PayPal,FedEx,1,0
ORD000603,CUST00136,2025-01-08,Furniture,138.48,0,0,Web Browser,MacBook,Credit Card,USPS,1,0
ORD000604,CUST00136,2025-07-09,Beauty,181.38,0,0,Tablet App,iPhone,Crypto,FedEx,1,0
ORD000605,CUST00136,2025-06-04,Furniture,198.64,1,0,Mobile App,MacBook,Buy Now Pay Later,FedEx,1,0
ORD000606,CUST00137,2024-04-12,Jewelry,181.96,0,0,Mobile App,iPhone,Credit Card,OnTrac,1,0
ORD000607,CUST00137,2024-04-26,Sports,124.62,0,0,Mobile App,MacBook,PayPal,USPS,1,0
ORD000608,CUST00137,2024-02-02,Jewelry,5.0,0,0,Web Browser,MacBook,Crypto,USPS,1,0
ORD000609,CUST00138,2024-10-01,Home & Kitchen,124.59,0,0,Tablet App,iPhone,Buy Now Pay Later,FedEx,1,0
ORD000610,CUST00138,2024-05-09,Books,89.0,1,0,Web Browser,Android,Gift Card,DHL,1,0
ORD000611,CUST00139,2024-03-15,Grocery,51.14,1,0,Mobile App,iPhone,Credit Card,UPS,1,0
ORD000612,CUST00139,2025-08-04,Shoes,146.68,0,0,Tablet App,Windows PC,Debit Card,OnTrac,1,0
ORD000613,CUST00139,2025-03-16,Jewelry,87.79,1,0,Web Browser,Android,Gift Card,USPS,1,0
ORD000614,CUST00140,2024-12-24,Shoes,15.33,1,0,Web Browser,Windows PC,Gift Card,FedEx,1,0
ORD000615,CUST00140,2025-06-19,Tools,24.08,1,0,Mobile App,iPhone,PayPal,FedEx,1,0
ORD000616,CUST00141,2024-10-13,Sports,102.62,0,0,Web Browser,Windows PC,Gift Card,OnTrac,1,0
ORD000617,CUST00141,2024-10-16,Toys,52.73,0,0,Tablet App,iPad,Crypto,DHL,1,0
ORD000618,CUST00141,2024-03-15,Sports,147.71,0,0,Mobile App,iPhone,Gift Card,DHL,1,0
ORD000619,CUST00141,2024-12-19,Clothing,18.29,0,0,Mobile App,MacBook,Debit Card,OnTrac,1,0
ORD000620,CUST00141,2024-04-12,Home & Kitchen,5.0,0,0,Web Browser,iPhone,Buy Now Pay Later,DHL,1,0
ORD000621,CUST00142,2025-01-11,Sports,61.99,0,0,Mobile App,MacBook,PayPal,FedEx,1,0
ORD000622,CUST00143,2025-08-20,Books,335.83,0,1,Tablet App,MacBook,Gift Card,USPS,1,0
ORD000623,CUST00143,2024-09-13,Sports,35.93,0,0,Tablet App,iPad,Credit Card,FedEx,1,0
ORD000624,CUST00143,2024-12-11,Books,33.02,0,0,Mobile App,MacBook,Gift Card,DHL,1,0
ORD000625,CUST00143,2025-03-28,Grocery,273.81,1,0,Web Browser,MacBook,Crypto,UPS,1,0
ORD000626,CUST00143,2024-04-29,Furniture,210.59,1,0,Mobile App,MacBook,PayPal,OnTrac,1,0
ORD000627,CUST00144,2024-05-13,Furniture,105.98,1,0,Mobile App,iPad,Gift Card,UPS,1,0
ORD000628,CUST00144,2024-07-11,Books,137.71,0,0,Tablet App,MacBook,Buy Now Pay Later,DHL,1,0
ORD000629,CUST00144,2025-07-08,Clothing,160.65,0,0,Mobile App,Android,Debit Card,OnTrac,1,1
ORD000630,CUST00145,2025-02-09,Beauty,44.64,0,0,Web Browser,Windows PC,Debit Card,USPS,1,1
ORD000631,CUST00145,2025-07-14,Jewelry,54.61,1,0,Tablet App,iPad,Crypto,OnTrac,1,0
ORD000632,CUST00145,2024-09-12,Electronics,115.88,0,0,Web Browser,iPad,Buy Now Pay Later,UPS,1,0
ORD000633,CUST00145,2025-02-28,Sports,58.66,1,0,Web Browser,iPhone,Debit Card,USPS,1,0
ORD000634,CUST00145,2025-01-15,Shoes,77.92,0,0,Web Browser,iPhone,Crypto,FedEx,1,0
ORD000635,CUST00145,2024-02-23,Home & Kitchen,146.1,0,0,Web Browser,iPad,Crypto,DHL,0,0
ORD000636,CUST00146,2024-04-07,Beauty,40.8,1,0,Tablet App,MacBook,Buy Now Pay Later,USPS,1,0
ORD000637,CUST00146,2025-06-28,Furniture,80.9,1,0,Web Browser,Android,Crypto,OnTrac,1,0
ORD000638,CUST00146,2025-02-10,Home & Kitchen,179.89,0,0,Tablet App,iPhone,Debit Card,UPS,1,0
ORD000639,CUST00146,2025-08-13,Toys,142.06,0,0,Mobile App,Android,Credit Card,UPS,0,0
ORD000640,CUST00147,2025-08-14,Toys,171.29,0,0,Tablet App,MacBook,Gift Card,DHL,0,0
ORD000641,CUST00147,2025-06-05,Jewelry,101.73,0,0,Web Browser,Android,Crypto,USPS,1,0
ORD000642,CUST00147,2025-05-17,Beauty,119.93,0,0,Web Browser,Windows PC,Crypto,OnTrac,1,0
ORD000643,CUST00147,2024-08-28,Shoes,165.32,1,0,Web Browser,Windows PC,Credit Card,OnTrac,1,0
ORD000644,CUST00147,2024-11-09,Clothing,258.02,0,0,Web Browser,iPhone,Crypto,UPS,1,0
ORD000645,CUST00148,2024-02-15,Sports,5.0,0,0,Web Browser,Windows PC,Debit Card,DHL,1,0
ORD000646,CUST00148,2024-02-25,Toys,268.39,1,0,Mobile App,iPad,Debit Card,OnTrac,1,0
ORD000647,CUST00148,2025-06-01,Home & Kitchen,71.53,0,0,Mobile App,Android,Crypto,UPS,1,0
ORD000648,CUST00148,2024-05-25,Tools,208.49,1,0,Web Browser,iPhone,Debit Card,FedEx,0,0
ORD000649,CUST00148,2024-08-28,Books,18.86,1,0,Tablet App,Android,Gift Card,DHL,1,0
ORD000650,CUST00148,2024-04-20,Beauty,7.43,1,0,Mobile App,iPad,Crypto,USPS,1,0
ORD000651,CUST00149,2025-04-25,Jewelry,111.55,0,0,Web Browser,iPad,Crypto,DHL,1,0
ORD000652,CUST00150,2025-01-18,Jewelry,234.07,0,0,Mobile App,Android,Buy Now Pay Later,DHL,0,0
ORD000653,CUST00150,2024-10-12,Electronics,102.59,1,0,Mobile App,MacBook,Buy Now Pay Later,OnTrac,1,0
ORD000654,CUST00151,2025-06-13,Clothing,60.66,0,0,Web Browser,Android,Crypto,FedEx,1,0
ORD000655,CUST00151,2025-03-22,Furniture,61.62,0,0,Web Browser,Android,Buy Now Pay Later,UPS,1,0
ORD000656,CUST00151,2024-03-14,Electronics,246.28,1,0,Tablet App,iPad,Buy Now Pay Later,DHL,0,0
ORD000657,CUST00151,2025-02-13,Clothing,93.48,0,0,Tablet App,iPhone,Credit Card,OnTrac,1,1
ORD000658,CUST00151,2025-02-01,Toys,42.91,0,0,Web Browser,Android,Credit Card,USPS,1,0
ORD000659,CUST00151,2024-07-07,Furniture,133.31,0,0,Tablet App,iPhone,Debit Card,FedEx,1,0
ORD000660,CUST00152,2025-04-15,Books,56.9,0,0,Mobile App,MacBook,Crypto,FedEx,1,0
ORD000661,CUST00152,2025-02-25,Toys,176.09,0,0,Tablet App,Windows PC,Crypto,UPS,1,1
ORD000662,CUST00152,2025-07-25,Toys,140.58,0,0,Web Browser,Windows PC,Debit Card,OnTrac,1,0
ORD000663,CUST00152,2025-02-24,Tools,210.35,1,0,Web Browser,Android,Crypto,DHL,1,0
ORD000664,CUST00153,2025-01-20,Furniture,14.16,0,0,Tablet App,Windows PC,Gift Card,UPS,1,0
ORD000665,CUST00153,2024-05-31,Electronics,119.14,0,0,Web Browser,Windows PC,Credit Card,USPS,1,0
ORD000666,CUST00153,2024-06-23,Jewelry,95.75,0,0,Mobile App,iPhone,PayPal,USPS,1,0
ORD000667,CUST00153,2025-08-11,Books,5.0,1,0,Mobile App,iPhone,PayPal,UPS,1,0
ORD000668,CUST00154,2025-03-22,Books,285.97,0,0,Mobile App,Android,Debit Card,UPS,1,0
ORD000669,CUST00154,2024-06-16,Clothing,257.38,0,0,Mobile App,iPad,Crypto,FedEx,1,0
ORD000670,CUST00154,2024-04-25,Books,244.28,1,0,Mobile App,MacBook,Gift Card,OnTrac,1,0
ORD000671,CUST00154,2024-03-01,Electronics,210.4,0,0,Tablet App,Android,Buy Now Pay Later,FedEx,1,0
ORD000672,CUST00155,2024-07-26,Electronics,30.89,1,0,Tablet App,MacBook,Credit Card,FedEx,1,0
ORD000673,CUST00155,2025-03-03,Toys,5.0,1,0,Tablet App,iPad,Crypto,USPS,1,0
ORD000674,CUST00155,2024-07-28,Grocery,110.69,1,0,Tablet App,iPad,Crypto,FedEx,1,0
ORD000675,CUST00155,2024-07-20,Clothing,216.95,1,0,Tablet App,iPad,PayPal,USPS,1,0
ORD000676,CUST00156,2024-04-26,Books,38.61,0,0,Web Browser,iPad,Debit Card,UPS,1,0
ORD000677,CUST00156,2025-06-03,Toys,236.17,0,0,Tablet App,Windows PC,PayPal,DHL,1,0
ORD000678,CUST00156,2025-03-07,Beauty,234.84,1,0,Web Browser,iPhone,Crypto,OnTrac,1,0
ORD000679,CUST00157,2024-09-10,Grocery,203.82,0,0,Web Browser,MacBook,Credit Card,OnTrac,1,0
ORD000680,CUST00157,2024-02-07,Toys,122.62,0,0,Tablet App,iPhone,Buy Now Pay Later,DHL,1,0
ORD000681,CUST00157,2025-07-20,Toys,142.55,1,0,Web Browser,Windows PC,Buy Now Pay Later,DHL,1,0
ORD000682,CUST00158,2024-03-30,Electronics,73.0,0,0,Mobile App,MacBook,PayPal,USPS,1,0
ORD000683,CUST00158,2025-01-11,Furniture,62.19,0,0,Web Browser,Android,PayPal,DHL,1,0
ORD000684,CUST00158,2025-03-30,Jewelry,323.13,0,1,Web Browser,MacBook,Buy Now Pay Later,DHL,1,0
ORD000685,CUST00158,2024-10-27,Clothing,38.01,0,0,Web Browser,Android,Credit Card,UPS,1,0
ORD000686,CUST00158,2024-03-12,Clothing,71.3,0,0,Tablet App,Windows PC,Gift Card,UPS,1,0
ORD000687,CUST00159,2025-08-04,Jewelry,95.84,0,0,Tablet App,Android,Credit Card,OnTrac,1,0
ORD000688,CUST00159,2024-05-23,Clothing,117.55,0,0,Tablet App,Android,Credit Card,UPS,1,0
ORD000689,CUST00159,2025-03-18,Clothing,74.48,0,0,Mobile App,Android,Debit Card,OnTrac,1,0
ORD000690,CUST00159,2024-01-20,Sports,87.16,0,0,Web Browser,iPad,PayPal,DHL,1,0
ORD000691,CUST00159,2024-04-28,Electronics,105.95,1,0,Mobile App,MacBook,Buy Now Pay Later,USPS,1,1
ORD000692,CUST00159,2024-02-25,Beauty,46.74,1,0,Tablet App,Android,Buy Now Pay Later,UPS,1,0
ORD000693,CUST00159,2024-07-12,Jewelry,130.23,1,0,Mobile App,Android,Credit Card,UPS,1,0
ORD000694,CUST00159,2024-09-20,Home & Kitchen,160.01,0,0,Web Browser,Windows PC,Debit Card,USPS,1,0
ORD000695,CUST00160,2024-03-29,Grocery,119.93,1,0,Tablet App,iPad,Gift Card,DHL,0,0
ORD000696,CUST00160,2024-03-07,Shoes,5.0,0,0,Tablet App,iPhone,Buy Now Pay Later,UPS,1,0
ORD000697,CUST00160,2025-03-11,Clothing,124.91,1,0,Web Browser,MacBook,Gift Card,UPS,1,0
ORD000698,CUST00160,2024-04-16,Beauty,25.91,0,0,Mobile App,MacBook,Buy Now Pay Later,USPS,1,0
ORD000699,CUST00160,2024-03-08,Clothing,86.11,0,0,Mobile App,iPhone,Gift Card,FedEx,1,0
ORD000700,CUST00160,2025-02-09,Tools,148.75,1,0,Web Browser,Windows PC,Credit Card,OnTrac,1,0
ORD000701,CUST00160,2024-01-23,Books,108.34,1,0,Mobile App,Android,Credit Card,DHL,1,0
ORD000702,CUST00161,2025-01-13,Jewelry,62.6,0,0,Mobile App,iPad,Credit Card,UPS,1,0
ORD000703,CUST00161,2024-03-24,Tools,171.38,0,0,Web Browser,Android,Buy Now Pay Later,OnTrac,1,0
ORD000704,CUST00161,2024-02-18,Beauty,165.33,0,0,Mobile App,iPhone,Buy Now Pay Later,DHL,1,0
ORD000705,CUST00161,2024-10-30,Sports,124.79,0,0,Web Browser,iPad,Crypto,OnTrac,1,0
ORD000706,CUST00161,2025-08-01,Furniture,100.78,0,0,Web Browser,iPhone,Credit Card,DHL,1,0
ORD000707,CUST00161,2025-02-20,Electronics,251.22,1,0,Tablet App,iPhone,Credit Card,DHL,1,0
ORD000708,CUST00161,2024-10-22,Tools,155.03,1,0,Web Browser,Android,Debit Card,UPS,1,1
ORD000709,CUST00162,2024-12-09,Tools,90.51,0,0,Web Browser,Android,Gift Card,FedEx,1,0
ORD000710,CUST00162,2025-06-04,Tools,5.0,0,0,Tablet App,Windows PC,Debit Card,FedEx,1,0
ORD000711,CUST00162,2024-03-01,Toys,208.96,1,0,Tablet App,iPad,Debit Card,FedEx,1,0
ORD000712,CUST00162,2025-06-22,Electronics,128.66,0,0,Mobile App,Android,Gift Card,DHL,1,0
ORD000713,CUST00162,2024-04-07,Books,150.92,0,0,Web Browser,iPhone,Credit Card,DHL,1,1
ORD000714,CUST00162,2025-01-17,Grocery,160.11,0,0,Web Browser,iPad,Debit Card,USPS,1,0
ORD000715,CUST00162,2025-02-12,Shoes,219.56,1,0,Mobile App,MacBook,Buy Now Pay Later,OnTrac,1,0
ORD000716,CUST00163,2024-07-25,Grocery,127.58,0,0,Tablet App,iPad,Crypto,UPS,1,0
ORD000717,CUST00163,2025-01-19,Beauty,105.61,0,0,Mobile App,MacBook,Debit Card,FedEx,1,0
ORD000718,CUST00164,2025-02-15,Toys,197.47,1,0,Mobile App,Android,PayPal,UPS,1,0
ORD000719,CUST00164,2025-08-07,Home & Kitchen,176.79,1,0,Mobile App,MacBook,Gift Card,FedEx,1,0
ORD000720,CUST00164,2025-06-06,Electronics,44.15,0,0,Mobile App,Android,Crypto,FedEx,1,0
ORD000721,CUST00164,2024-10-08,Home & Kitchen,47.1,0,0,Mobile App,iPhone,PayPal,OnTrac,1,0
ORD000722,CUST00164,2024-11-25,Shoes,97.3,1,0,Mobile App,Android,Buy Now Pay Later,FedEx,1,0
ORD000723,CUST00164,2025-06-23,Grocery,295.7,0,0,Tablet App,iPad,Gift Card,DHL,1,0
ORD000724,CUST00164,2025-08-10,Clothing,192.26,1,0,Tablet App,Android,Debit Card,DHL,1,0
ORD000725,CUST00165,2024-03-22,Sports,111.67,0,0,Web Browser,Windows PC,Credit Card,DHL,1,0
ORD000726,CUST00165,2024-01-15,Furniture,90.36,0,0,Web Browser,Android,Crypto,FedEx,1,0
ORD000727,CUST00165,2024-01-17,Sports,221.16,0,0,Tablet App,Windows PC,Buy Now Pay Later,OnTrac,1,0
ORD000728,CUST00165,2024-03-31,Grocery,108.87,0,0,Tablet App,MacBook,Crypto,FedEx,1,0
ORD000729,CUST00165,2024-03-23,Clothing,135.99,0,0,Mobile App,Android,Gift Card,UPS,1,0
ORD000730,CUST00166,2024-07-22,Home & Kitchen,136.7,1,0,Tablet App,iPhone,Crypto,UPS,1,0
ORD000731,CUST00166,2024-12-08,Jewelry,125.64,0,0,Web Browser,iPad,Gift Card,DHL,1,0
ORD000732,CUST00166,2024-02-21,Shoes,5.0,0,0,Web Browser,iPad,Buy Now Pay Later,UPS,1,0
ORD000733,CUST00166,2024-08-22,Tools,5.0,1,0,Web Browser,iPad,Crypto,UPS,1,0
ORD000734,CUST00166,2024-03-13,Books,178.58,0,0,Tablet App,iPhone,PayPal,USPS,1,0
ORD000735,CUST00166,2025-02-04,Jewelry,182.38,0,0,Web Browser,Android,PayPal,DHL,1,0
ORD000736,CUST00167,2025-06-30,Tools,90.43,1,0,Tablet App,Windows PC,Credit Card,UPS,1,0
ORD000737,CUST00168,2025-07-08,Grocery,44.67,0,0,Web Browser,Android,Crypto,UPS,1,0
ORD000738,CUST00168,2025-06-30,Electronics,31.75,0,0,Mobile App,iPhone,Debit Card,USPS,1,0
ORD000739,CUST00168,2025-01-18,Tools,163.1,0,0,Tablet App,iPhone,PayPal,OnTrac,1,0
ORD000740,CUST00169,2025-04-28,Beauty,237.83,0,0,Tablet App,iPad,Gift Card,DHL,0,0
ORD000741,CUST00169,2025-03-21,Beauty,248.0,0,0,Tablet App,iPhone,Gift Card,DHL,1,0
ORD000742,CUST00169,2024-06-17,Jewelry,119.29,0,0,Tablet App,MacBook,Debit Card,FedEx,0,0
ORD000743,CUST00169,2025-04-12,Shoes,38.78,1,0,Tablet App,Android,Debit Card,OnTrac,1,1
ORD000744,CUST00169,2024-07-23,Jewelry,40.59,1,0,Web Browser,iPad,Crypto,USPS,1,0
ORD000745,CUST00169,2024-06-27,Toys,177.16,1,0,Mobile App,Android,Credit Card,DHL,0,0
ORD000746,CUST00169,2024-06-06,Grocery,217.25,0,0,Mobile App,iPhone,Debit Card,FedEx,0,0
ORD000747,CUST00169,2024-04-13,Home & Kitchen,5.0,0,0,Web Browser,iPhone,Debit Card,DHL,1,0
ORD000748,CUST00169,2024-11-26,Jewelry,209.56,1,0,Tablet App,Windows PC,Credit Card,DHL,0,1
ORD000749,CUST00169,2024-04-14,Home & Kitchen,81.72,0,0,Tablet App,iPad,Crypto,FedEx,1,0
ORD000750,CUST00170,2024-01-04,Furniture,64.56,0,0,Mobile App,iPad,Credit Card,UPS,1,0
ORD000751,CUST00170,2024-04-20,Tools,145.34,1,0,Web Browser,iPhone,Gift Card,DHL,1,0
ORD000752,CUST00170,2025-02-07,Furniture,5.0,1,0,Tablet App,iPad,PayPal,USPS,1,0
ORD000753,CUST00170,2024-11-29,Clothing,223.51,1,0,Tablet App,MacBook,Credit Card,UPS,1,0
ORD000754,CUST00170,2025-06-17,Grocery,86.6,0,0,Web Browser,iPad,Buy Now Pay Later,OnTrac,1,0
ORD000755,CUST00170,2024-03-11,Beauty,10.34,0,0,Web Browser,iPad,Debit Card,USPS,0,0
ORD000756,CUST00170,2024-04-13,Books,115.91,0,0,Mobile App,iPad,Debit Card,USPS,1,0
ORD000757,CUST00171,2025-04-07,Shoes,5.0,0,0,Mobile App,iPhone,Buy Now Pay Later,UPS,0,0
