return_id,order_id,customer_id,return_date,days_to_return,return_reason,refund_amount,item_returned_opened,return_packaging_intact,photo_evidence_provided,refund_to_different_account,vendor_decision,verified_abuse_type,decision_timestamp
RET000224,ORD001025,CUST00230,2024-02-05,1,Late delivery,36.53,0,1,1,0,approved,Legitimate,2024-02-06
RET000225,ORD001033,CUST00232,2024-12-27,3,Item defective,37.1,0,1,0,0,rejected,Policy Abuser,2024-12-30
RET000226,ORD001042,CUST00233,2024-01-19,3,Item defective,78.15,0,1,1,0,approved,Legitimate,2024-01-21
RET000227,ORD001051,CUST00236,2024-01-29,19,Item defective,68.94,0,1,0,0,rejected,Policy Abuser,2024-01-31
RET000228,ORD001053,CUST00236,2024-06-23,1,Item damaged,157.91,1,1,1,0,approved,Legitimate,2024-06-27
RET000229,ORD001054,CUST00236,2025-07-31,11,Found cheaper elsewhere,223.65,0,1,1,0,rejected,Wardrobing,2025-08-02
RET000230,ORD001067,CUST00241,2025-03-22,1,No longer needed,113.73,0,0,1,0,approved,Legitimate,2025-03-26
RET000231,ORD001074,CUST00242,2025-03-01,12,Found cheaper elsewhere,5.0,1,1,0,0,approved,Legitimate,2025-03-04
RET000232,ORD001078,CUST00242,2024-10-23,8,Found cheaper elsewhere,195.77,0,1,1,0,approved,Policy Abuser,2024-10-26
RET000233,ORD001079,CUST00243,2024-08-01,1,No longer needed,45.53,0,1,0,0,approved,Legitimate,2024-08-03
RET000234,ORD001082,CUST00243,2025-02-01,18,Not as described,130.29,0,1,0,0,approved,Legitimate,2025-02-04
RET000235,ORD001089,CUST00246,2024-03-15,3,Late delivery,99.4,1,1,0,0,approved,Legitimate,2024-03-19
RET000236,ORD001091,CUST00246,2025-03-17,6,Late delivery,106.92,1,1,0,0,rejected,Policy Abuser,2025-03-19
RET000237,ORD001105,CUST00250,2025-02-11,2,Item defective,65.81,0,1,0,0,approved,Legitimate,2025-02-15
RET000238,ORD001106,CUST00250,2025-04-22,1,Changed mind,150.91,0,1,0,0,approved,Legitimate,2025-04-24
RET000239,ORD001107,CUST00250,2024-10-03,16,Not as described,131.43,1,1,1,0,approved,Legitimate,2024-10-05
RET000240,ORD001116,CUST00253,2024-01-17,1,Not as described,46.19,1,1,1,0,approved,Legitimate,2024-01-18
RET000241,ORD001121,CUST00255,2024-04-01,5,No longer needed,145.16,0,1,1,0,approved,Legitimate,2024-04-05
RET000242,ORD001134,CUST00258,2024-05-20,3,No longer needed,55.49,0,1,1,0,approved,Legitimate,2024-05-21
RET000243,ORD001135,CUST00258,2024-01-24,21,Item damaged,5.0,0,1,0,0,approved,Legitimate,2024-01-26
RET000244,ORD001137,CUST00258,2024-05-31,1,Wrong size,14.11,0,1,1,0,rejected,Wardrobing,2024-06-03
RET000245,ORD001164,CUST00265,2024-06-27,7,Item damaged,5.0,1,1,1,0,approved,Policy Abuser,2024-06-30
RET000246,ORD001165,CUST00265,2024-06-15,6,Late delivery,57.93,0,0,0,0,approved,Legitimate,2024-06-19
RET000247,ORD001166,CUST00265,2024-06-15,18,Item damaged,136.64,0,1,0,0,approved,Legitimate,2024-06-17
RET000248,ORD001173,CUST00266,2025-01-18,1,Found cheaper elsewhere,5.0,0,1,1,0,approved,Legitimate,2025-01-20
RET000249,ORD001185,CUST00269,2024-02-09,7,Changed mind,5.0,0,1,1,0,approved,Legitimate,2024-02-12
RET000250,ORD001186,CUST00270,2025-08-25,4,No longer needed,164.94,0,1,0,0,rejected,Policy Abuser,2025-08-26
RET000251,ORD001189,CUST00270,2024-09-23,23,Item damaged,134.9,0,1,0,0,approved,Legitimate,2024-09-25
RET000252,ORD001190,CUST00270,2024-06-24,1,Found cheaper elsewhere,140.66,1,1,1,0,approved,Legitimate,2024-06-25
RET000253,ORD001193,CUST00270,2024-07-27,4,Wrong size,79.24,0,1,0,0,approved,Legitimate,2024-07-28
RET000254,ORD001234,CUST00279,2025-06-06,1,Found cheaper elsewhere,82.71,1,0,0,0,rejected,Wardrobing,2025-06-07
RET000255,ORD001237,CUST00279,2024-02-18,1,Not as described,5.0,1,0,0,0,rejected,Fraudulent Return,2024-02-20
RET000256,ORD001238,CUST00279,2025-07-19,22,Found cheaper elsewhere,5.0,1,0,0,0,approved,Legitimate,2025-07-21
RET000257,ORD001240,CUST00279,2024-10-10,4,Item defective,248.42,1,0,1,0,rejected,Fraudulent Return,2024-10-13
RET000258,ORD001241,CUST00279,2025-07-23,17,Item defective,5.0,1,0,0,1,rejected,Policy Abuser,2025-07-27
RET000259,ORD001257,CUST00283,2024-12-15,2,Wrong size,10.37,1,1,1,0,approved,Legitimate,2024-12-18
RET000260,ORD001259,CUST00283,2024-07-11,6,No longer needed,100.7,0,1,1,0,approved,Legitimate,2024-07-13
RET000261,ORD001261,CUST00283,2025-02-15,1,Late delivery,26.6,0,1,1,0,rejected,Fraudulent Return,2025-02-18
RET000262,ORD001266,CUST00283,2025-07-06,2,Item defective,77.06,0,0,1,0,approved,Policy Abuser,2025-07-08
RET000263,ORD001267,CUST00284,2024-10-29,3,Found cheaper elsewhere,135.78,0,1,1,0,approved,Legitimate,2024-10-30
RET000264,ORD001269,CUST00285,2025-01-11,1,Item defective,49.82,1,0,1,0,approved,Policy Abuser,2025-01-13
RET000265,ORD001270,CUST00285,2025-06-17,1,Late delivery,294.05,1,1,0,1,rejected,Policy Abuser,2025-06-18
RET000266,ORD001272,CUST00285,2024-06-24,1,Found cheaper elsewhere,57.28,1,0,0,0,approved,Fraudulent Return,2024-06-27
RET000267,ORD001285,CUST00288,2025-01-15,8,No longer needed,55.59,0,1,0,0,approved,Legitimate,2025-01-18
RET000268,ORD001288,CUST00289,2025-03-05,13,Item defective,88.75,1,0,1,0,approved,Legitimate,2025-03-09
RET000269,ORD001289,CUST00289,2025-01-17,10,Item damaged,79.56,0,1,0,0,approved,Legitimate,2025-01-20
RET000270,ORD001293,CUST00290,2025-02-13,1,Changed mind,144.07,1,0,1,0,rejected,Policy Abuser,2025-02-17
RET000271,ORD001294,CUST00290,2024-04-09,2,No longer needed,160.66,1,0,0,0,rejected,Policy Abuser,2024-04-10
RET000272,ORD001298,CUST00290,2025-03-23,2,Item defective,118.3,1,1,0,0,rejected,Fraudulent Return,2025-03-24
RET000273,ORD001303,CUST00292,2024-11-01,7,Item damaged,90.41,0,1,0,0,approved,Legitimate,2024-11-05
RET000274,ORD001304,CUST00292,2024-06-18,7,Changed mind,239.55,1,1,1,0,approved,Legitimate,2024-06-21
RET000275,ORD001307,CUST00292,2025-06-06,1,No longer needed,145.31,1,1,0,0,approved,Legitimate,2025-06-07
RET000276,ORD001309,CUST00292,2024-11-15,1,No longer needed,88.02,1,1,1,0,approved,Policy Abuser,2024-11-17
RET000277,ORD001319,CUST00295,2025-08-23,6,Wrong size,220.76,0,1,1,0,approved,Legitimate,2025-08-27
RET000278,ORD001323,CUST00295,2025-04-23,1,Wrong size,105.85,0,1,1,0,approved,Legitimate,2025-04-27
RET000279,ORD001325,CUST00296,2025-01-18,2,Found cheaper elsewhere,138.03,0,1,1,0,approved,Legitimate,2025-01-19
RET000280,ORD001338,CUST00299,2024-01-06,2,Item defective,90.67,1,1,1,0,approved,Legitimate,2024-01-08
RET000281,ORD001348,CUST00301,2025-05-31,7,Found cheaper elsewhere,127.45,0,1,1,0,approved,Legitimate,2025-06-03
RET000282,ORD001350,CUST00302,2024-07-03,1,Not as described,100.08,1,0,1,0,approved,Legitimate,2024-07-05
RET000283,ORD001359,CUST00305,2024-02-17,2,Late delivery,78.04,0,0,0,0,approved,Fraudulent Return,2024-02-19
RET000284,ORD001362,CUST00305,2025-01-25,3,Found cheaper elsewhere,205.6,1,1,0,0,approved,Policy Abuser,2025-01-26
RET000285,ORD001364,CUST00305,2024-08-02,5,Wrong size,266.7,1,1,0,0,rejected,Wardrobing,2024-08-05
RET000286,ORD001369,CUST00308,2025-02-09,30,Late delivery,5.0,1,0,0,0,rejected,Wardrobing,2025-02-13
RET000287,ORD001371,CUST00308,2025-03-14,6,No longer needed,8.99,1,0,1,0,rejected,Fraudulent Return,2025-03-16
RET000288,ORD001372,CUST00308,2024-08-22,3,Changed mind,244.37,1,0,0,0,rejected,Policy Abuser,2024-08-24
RET000289,ORD001373,CUST00308,2024-09-06,6,Not as described,229.41,0,0,0,0,rejected,Fraudulent Return,2024-09-09
RET000290,ORD001376,CUST00310,2025-08-19,4,Not as described,99.02,1,0,1,0,rejected,Policy Abuser,2025-08-22
RET000291,ORD001382,CUST00311,2025-01-24,6,No longer needed,167.95,1,1,1,0,approved,Legitimate,2025-01-25
RET000292,ORD001385,CUST00311,2024-12-18,2,Not as described,159.93,0,1,0,0,approved,Legitimate,2024-12-19
RET000293,ORD001392,CUST00314,2024-06-22,2,Item defective,286.26,1,1,1,0,approved,Legitimate,2024-06-24
RET000294,ORD001398,CUST00315,2024-02-05,6,Late delivery,138.89,0,1,1,0,approved,Legitimate,2024-02-08
RET000295,ORD001412,CUST00317,2024-05-27,6,Item defective,66.78,0,1,1,0,rejected,Policy Abuser,2024-05-28
RET000296,ORD001419,CUST00320,2024-12-31,15,Not as described,41.97,0,1,1,0,approved,Legitimate,2025-01-01
RET000297,ORD001424,CUST00320,2025-06-01,18,Wrong size,106.33,0,1,1,0,approved,Legitimate,2025-06-03
RET000298,ORD001425,CUST00320,2024-07-27,5,Found cheaper elsewhere,187.71,0,1,1,0,approved,Legitimate,2024-07-31
RET000299,ORD001427,CUST00321,2025-06-22,11,Item defective,158.49,1,1,0,0,approved,Legitimate,2025-06-23
RET000300,ORD001428,CUST00321,2024-09-08,1,Changed mind,181.23,1,0,1,0,approved,Legitimate,2024-09-10
RET000301,ORD001429,CUST00321,2024-01-18,8,Wrong size,5.0,0,1,1,0,approved,Legitimate,2024-01-21
RET000302,ORD001430,CUST00321,2024-04-27,1,Item damaged,118.15,1,1,1,0,rejected,Wardrobing,2024-05-01
RET000303,ORD001431,CUST00321,2025-07-12,23,Changed mind,53.89,0,1,1,0,approved,Legitimate,2025-07-14
RET000304,ORD001432,CUST00321,2024-10-06,4,Item defective,5.0,0,1,1,1,approved,Fraudulent Return,2024-10-10
RET000305,ORD001435,CUST00322,2025-05-10,7,Changed mind,145.4,0,1,1,0,approved,Legitimate,2025-05-12
RET000306,ORD001437,CUST00323,2024-11-16,6,Item damaged,120.88,1,1,0,1,approved,Fraudulent Return,2024-11-18
RET000307,ORD001439,CUST00323,2024-11-11,1,No longer needed,171.9,1,0,0,0,rejected,Wardrobing,2024-11-13
RET000308,ORD001440,CUST00323,2024-05-03,7,Found cheaper elsewhere,75.56,1,0,0,0,rejected,Policy Abuser,2024-05-05
RET000309,ORD001441,CUST00323,2025-05-26,1,Item defective,112.22,1,0,0,1,approved,Policy Abuser,2025-05-30
RET000310,ORD001442,CUST00323,2024-07-04,1,Found cheaper elsewhere,128.45,1,0,0,1,approved,Policy Abuser,2024-07-05
RET000311,ORD001443,CUST00323,2025-06-04,13,Changed mind,144.6,1,0,0,1,rejected,Fraudulent Return,2025-06-07
RET000312,ORD001446,CUST00324,2025-01-03,2,Item defective,39.6,0,1,1,0,approved,Legitimate,2025-01-04
RET000313,ORD001465,CUST00329,2025-06-01,3,Late delivery,249.47,1,0,1,1,rejected,Fraudulent Return,2025-06-02
RET000314,ORD001467,CUST00329,2024-03-03,1,Found cheaper elsewhere,12.03,1,1,0,0,rejected,Fraudulent Return,2024-03-06
RET000315,ORD001468,CUST00329,2025-07-02,2,No longer needed,219.75,0,0,0,0,rejected,Fraudulent Return,2025-07-05
RET000316,ORD001470,CUST00329,2024-05-19,9,Changed mind,12.53,1,0,0,1,rejected,Wardrobing,2024-05-21
RET000317,ORD001474,CUST00330,2025-02-03,8,Wrong size,161.69,1,1,1,0,approved,Legitimate,2025-02-07
RET000318,ORD001475,CUST00330,2025-05-27,4,Item defective,213.3,0,0,1,0,approved,Fraudulent Return,2025-05-31
RET000319,ORD001478,CUST00331,2025-05-07,1,Item defective,81.04,1,0,0,0,rejected,Wardrobing,2025-05-11
RET000320,ORD001482,CUST00331,2025-07-28,4,Item defective,194.12,1,0,0,1,rejected,Wardrobing,2025-08-01
RET000321,ORD001487,CUST00332,2025-01-21,11,Found cheaper elsewhere,256.89,0,1,1,0,approved,Legitimate,2025-01-24
RET000322,ORD001508,CUST00336,2025-06-21,11,Item defective,120.8,1,1,1,0,rejected,Policy Abuser,2025-06-23
RET000323,ORD001510,CUST00337,2025-04-26,6,Item defective,5.0,0,1,1,0,approved,Legitimate,2025-04-27
RET000324,ORD001514,CUST00338,2024-10-07,1,Item damaged,74.78,1,1,0,1,approved,Policy Abuser,2024-10-10
RET000325,ORD001515,CUST00338,2025-02-22,16,Late delivery,169.61,1,0,0,0,rejected,Policy Abuser,2025-02-23
RET000326,ORD001516,CUST00338,2025-06-08,9,Item defective,222.23,1,0,0,0,rejected,Policy Abuser,2025-06-09
RET000327,ORD001518,CUST00338,2025-05-15,1,Found cheaper elsewhere,138.71,1,0,0,0,rejected,Wardrobing,2025-05-19
RET000328,ORD001519,CUST00338,2025-02-22,1,Found cheaper elsewhere,112.62,1,1,0,1,rejected,Wardrobing,2025-02-23
RET000329,ORD001520,CUST00338,2024-07-23,1,No longer needed,235.48,1,1,0,0,rejected,Policy Abuser,2024-07-25
RET000330,ORD001521,CUST00338,2025-04-14,1,No longer needed,130.71,1,1,0,0,rejected,Wardrobing,2025-04-18
RET000331,ORD001523,CUST00339,2025-08-14,14,Not as described,168.69,0,1,1,0,approved,Legitimate,2025-08-17
RET000332,ORD001533,CUST00340,2024-07-23,6,Found cheaper elsewhere,144.9,1,1,1,0,rejected,Policy Abuser,2024-07-27
RET000333,ORD001541,CUST00343,2024-03-10,3,Changed mind,5.0,0,1,1,0,approved,Legitimate,2024-03-13
RET000334,ORD001555,CUST00345,2024-09-17,1,Not as described,171.58,0,1,1,0,approved,Legitimate,2024-09-20
RET000335,ORD001558,CUST00345,2024-09-27,2,Not as described,60.1,0,1,1,0,approved,Legitimate,2024-09-30
RET000336,ORD001569,CUST00348,2024-06-08,2,Late delivery,16.67,0,1,1,0,approved,Legitimate,2024-06-12
RET000337,ORD001572,CUST00349,2024-09-14,11,Late delivery,209.87,0,0,0,0,approved,Wardrobing,2024-09-15
RET000338,ORD001574,CUST00349,2025-03-16,1,Not as described,147.67,1,1,0,0,rejected,Wardrobing,2025-03-20
RET000339,ORD001575,CUST00349,2025-06-26,1,Item defective,110.28,1,0,0,0,rejected,Fraudulent Return,2025-06-30
RET000340,ORD001576,CUST00349,2024-01-23,15,Found cheaper elsewhere,244.92,1,0,0,0,rejected,Fraudulent Return,2024-01-25
RET000341,ORD001577,CUST00349,2024-08-07,16,Late delivery,126.87,1,0,0,1,rejected,Policy Abuser,2024-08-09
RET000342,ORD001589,CUST00352,2024-04-04,1,Changed mind,97.55,0,1,0,0,approved,Legitimate,2024-04-06
RET000343,ORD001593,CUST00353,2024-08-12,13,Not as described,126.92,0,1,1,0,rejected,Wardrobing,2024-08-13
RET000344,ORD001598,CUST00354,2025-08-16,5,Not as described,90.32,0,0,1,0,approved,Legitimate,2025-08-18
RET000345,ORD001600,CUST00354,2024-11-20,5,Late delivery,5.0,1,1,1,0,rejected,Policy Abuser,2024-11-22
RET000346,ORD001601,CUST00354,2025-05-13,4,Late delivery,76.28,0,1,0,0,approved,Legitimate,2025-05-15
RET000347,ORD001609,CUST00357,2024-08-03,1,No longer needed,131.17,1,0,0,0,rejected,Wardrobing,2024-08-04
RET000348,ORD001610,CUST00357,2024-10-04,1,Changed mind,88.0,1,0,1,1,rejected,Policy Abuser,2024-10-06
RET000349,ORD001611,CUST00357,2025-03-26,3,Item damaged,47.29,1,1,0,0,rejected,Fraudulent Return,2025-03-30
RET000350,ORD001612,CUST00357,2025-01-15,1,Changed mind,259.98,0,0,1,0,rejected,Policy Abuser,2025-01-17
RET000351,ORD001623,CUST00359,2025-08-09,9,Item damaged,89.78,0,1,1,0,approved,Legitimate,2025-08-13
RET000352,ORD001626,CUST00360,2025-06-28,1,Wrong size,167.61,1,1,1,1,approved,Legitimate,2025-07-02
RET000353,ORD001627,CUST00360,2024-09-24,5,Wrong size,35.79,1,0,0,1,rejected,Fraudulent Return,2024-09-27
RET000354,ORD001629,CUST00362,2024-03-21,1,Item damaged,98.95,0,0,1,0,approved,Legitimate,2024-03-23
RET000355,ORD001632,CUST00363,2024-03-29,1,Item defective,208.63,1,0,1,0,rejected,Fraudulent Return,2024-03-31
RET000356,ORD001638,CUST00364,2025-06-01,1,Item damaged,8.54,1,1,0,0,approved,Legitimate,2025-06-03
RET000357,ORD001645,CUST00366,2024-09-17,5,Item damaged,104.28,0,1,1,0,rejected,Fraudulent Return,2024-09-21
RET000358,ORD001651,CUST00367,2024-10-01,5,Changed mind,168.63,1,1,0,0,approved,Legitimate,2024-10-04
RET000359,ORD001656,CUST00367,2024-10-01,1,Item defective,84.05,1,1,1,1,approved,Legitimate,2024-10-04
RET000360,ORD001662,CUST00368,2024-08-08,6,Item defective,32.64,0,1,1,0,approved,Legitimate,2024-08-12
RET000361,ORD001663,CUST00369,2025-04-22,6,Item defective,195.04,0,1,1,0,approved,Legitimate,2025-04-25
RET000362,ORD001664,CUST00369,2025-02-19,1,Wrong size,5.0,1,1,0,0,approved,Wardrobing,2025-02-23
RET000363,ORD001666,CUST00369,2025-04-21,2,Changed mind,174.78,0,1,1,0,approved,Legitimate,2025-04-24
RET000364,ORD001667,CUST00369,2024-07-17,1,Late delivery,370.21,1,1,1,0,approved,Legitimate,2024-07-21
RET000365,ORD001678,CUST00372,2025-03-07,9,No longer needed,102.77,0,1,1,0,approved,Legitimate,2025-03-10
RET000366,ORD001679,CUST00372,2025-03-11,8,Item damaged,94.88,0,0,1,0,approved,Legitimate,2025-03-13
RET000367,ORD001691,CUST00375,2025-05-09,14,Found cheaper elsewhere,66.44,0,1,1,0,approved,Legitimate,2025-05-11
RET000368,ORD001697,CUST00376,2024-07-24,24,Not as described,79.6,0,1,1,0,rejected,Policy Abuser,2024-07-25
RET000369,ORD001709,CUST00378,2024-11-03,4,Late delivery,73.77,0,1,0,0,approved,Legitimate,2024-11-04
RET000370,ORD001720,CUST00381,2024-11-03,4,Item damaged,226.55,1,1,1,0,approved,Legitimate,2024-11-07
RET000371,ORD001723,CUST00382,2024-03-23,1,Item damaged,100.8,1,0,1,0,approved,Fraudulent Return,2024-03-25
RET000372,ORD001724,CUST00382,2024-05-10,6,Wrong size,182.1,1,0,1,1,rejected,Policy Abuser,2024-05-12
RET000373,ORD001725,CUST00382,2025-03-23,14,Late delivery,184.81,1,0,0,0,approved,Legitimate,2025-03-27
RET000374,ORD001728,CUST00384,2025-07-29,5,No longer needed,64.71,1,0,1,0,rejected,Wardrobing,2025-08-01
RET000375,ORD001729,CUST00384,2025-02-07,8,Wrong size,45.35,1,0,0,0,approved,Policy Abuser,2025-02-11
RET000376,ORD001730,CUST00384,2024-08-19,5,Not as described,167.94,0,1,0,1,rejected,Fraudulent Return,2024-08-21
RET000377,ORD001758,CUST00391,2024-04-16,2,Not as described,135.71,0,1,1,0,approved,Legitimate,2024-04-19
RET000378,ORD001760,CUST00392,2024-03-13,1,No longer needed,87.73,0,1,1,0,approved,Legitimate,2024-03-17
RET000379,ORD001761,CUST00392,2024-03-20,1,Changed mind,236.52,0,1,1,0,approved,Legitimate,2024-03-23
RET000380,ORD001764,CUST00392,2024-10-25,11,No longer needed,186.3,1,1,1,0,approved,Legitimate,2024-10-26
RET000381,ORD001785,CUST00400,2024-11-17,2,Wrong size,116.34,1,0,1,0,approved,Legitimate,2024-11-20
RET000382,ORD001786,CUST00400,2024-02-02,4,Found cheaper elsewhere,54.8,0,1,1,0,approved,Legitimate,2024-02-03
RET000383,ORD001788,CUST00400,2024-03-16,6,Item damaged,117.6,0,1,0,0,approved,Legitimate,2024-03-17
RET000384,ORD001791,CUST00400,2024-11-20,2,Late delivery,100.48,1,1,1,0,approved,Legitimate,2024-11-22
RET000385,ORD001796,CUST00402,2025-07-22,5,Item damaged,64.03,1,1,1,0,approved,Fraudulent Return,2025-07-24
RET000386,ORD001799,CUST00403,2025-06-27,6,Found cheaper elsewhere,178.21,1,0,0,1,rejected,Fraudulent Return,2025-06-29
RET000387,ORD001800,CUST00403,2024-10-12,1,Wrong size,151.26,0,0,1,0,rejected,Policy Abuser,2024-10-16
RET000388,ORD001801,CUST00403,2024-12-22,4,Item damaged,94.77,1,0,0,1,rejected,Fraudulent Return,2024-12-24
RET000389,ORD001802,CUST00403,2025-04-12,7,Not as described,101.8,1,0,1,0,rejected,Fraudulent Return,2025-04-15
RET000390,ORD001819,CUST00406,2024-09-22,3,Wrong size,91.16,1,0,1,0,approved,Legitimate,2024-09-26
RET000391,ORD001824,CUST00407,2024-07-28,8,Found cheaper elsewhere,5.0,1,0,0,0,rejected,Wardrobing,2024-07-29
RET000392,ORD001826,CUST00407,2024-05-14,30,Late delivery,115.13,1,0,0,0,approved,Fraudulent Return,2024-05-16
RET000393,ORD001842,CUST00410,2025-05-27,13,Late delivery,172.18,0,1,1,0,approved,Legitimate,2025-05-28
RET000394,ORD001856,CUST00413,2025-02-20,14,No longer needed,5.0,0,1,1,0,approved,Legitimate,2025-02-22
RET000395,ORD001859,CUST00414,2025-06-25,19,Found cheaper elsewhere,194.22,1,1,0,0,rejected,Wardrobing,2025-06-29
RET000396,ORD001860,CUST00414,2025-06-05,3,Found cheaper elsewhere,111.04,1,0,0,0,rejected,Fraudulent Return,2025-06-06
RET000397,ORD001862,CUST00414,2025-04-28,8,Item damaged,144.01,1,0,0,1,approved,Wardrobing,2025-05-02
RET000398,ORD001864,CUST00414,2024-11-30,12,Wrong size,230.72,1,1,0,1,rejected,Policy Abuser,2024-12-04
RET000399,ORD001865,CUST00414,2024-11-30,4,No longer needed,93.14,1,0,0,0,rejected,Fraudulent Return,2024-12-03
RET000400,ORD001867,CUST00414,2024-04-28,30,Not as described,146.96,1,0,0,1,rejected,Fraudulent Return,2024-05-01
RET000401,ORD001881,CUST00417,2025-09-01,20,Late delivery,5.0,0,1,1,0,approved,Legitimate,2025-09-04
RET000402,ORD001884,CUST00418,2024-11-19,6,Changed mind,111.19,0,1,0,0,approved,Legitimate,2024-11-23
RET000403,ORD001885,CUST00418,2024-06-20,1,Found cheaper elsewhere,301.21,0,1,1,0,rejected,Policy Abuser,2024-06-24
RET000404,ORD001886,CUST00418,2024-11-15,2,Item defective,161.91,0,1,0,0,approved,Legitimate,2024-11-16
RET000405,ORD001887,CUST00418,2024-02-25,1,Item damaged,39.97,0,1,0,0,approved,Policy Abuser,2024-02-29
RET000406,ORD001888,CUST00418,2024-09-01,1,Item damaged,148.68,0,0,1,0,approved,Legitimate,2024-09-02
RET000407,ORD001889,CUST00418,2024-12-14,8,No longer needed,5.0,1,1,1,0,approved,Policy Abuser,2024-12-18
RET000408,ORD001890,CUST00419,2025-03-31,4,Wrong size,253.21,0,1,1,0,approved,Legitimate,2025-04-01
RET000409,ORD001896,CUST00420,2025-01-07,1,Late delivery,169.9,0,0,0,0,approved,Legitimate,2025-01-09
RET000410,ORD001899,CUST00421,2025-08-13,5,Item damaged,5.0,0,1,1,0,approved,Legitimate,2025-08-15
RET000411,ORD001907,CUST00423,2024-10-21,3,Late delivery,121.26,0,1,0,0,approved,Legitimate,2024-10-24
RET000412,ORD001908,CUST00423,2025-08-21,2,Late delivery,162.95,0,1,1,1,approved,Legitimate,2025-08-25
RET000413,ORD001909,CUST00424,2024-05-25,8,Late delivery,15.19,0,1,1,0,approved,Legitimate,2024-05-28
RET000414,ORD001913,CUST00424,2025-05-08,1,Item damaged,186.63,0,1,1,0,approved,Legitimate,2025-05-09
RET000415,ORD001921,CUST00427,2024-10-15,1,Late delivery,86.26,0,0,1,0,approved,Legitimate,2024-10-16
RET000416,ORD001928,CUST00428,2024-01-28,7,Changed mind,36.61,0,1,1,0,approved,Legitimate,2024-02-01
RET000417,ORD001931,CUST00428,2024-11-14,5,Item damaged,5.0,0,1,1,0,approved,Legitimate,2024-11-17
RET000418,ORD001939,CUST00430,2024-06-30,6,Item defective,148.24,0,1,1,0,approved,Legitimate,2024-07-01
RET000419,ORD001943,CUST00431,2024-06-25,5,Item damaged,23.99,0,1,0,0,rejected,Policy Abuser,2024-06-28
RET000420,ORD001954,CUST00434,2024-08-09,7,Changed mind,5.0,1,0,0,0,rejected,Policy Abuser,2024-08-13
RET000421,ORD001955,CUST00434,2024-03-09,16,Item damaged,56.49,1,0,0,1,rejected,Fraudulent Return,2024-03-13
RET000422,ORD001956,CUST00434,2025-04-22,1,Wrong size,125.59,0,1,0,1,rejected,Policy Abuser,2025-04-25
RET000423,ORD001957,CUST00434,2024-06-13,10,Wrong size,5.0,1,1,1,0,rejected,Policy Abuser,2024-06-17
RET000424,ORD001958,CUST00434,2025-02-23,3,Found cheaper elsewhere,5.0,1,1,0,0,approved,Fraudulent Return,2025-02-27
RET000425,ORD001975,CUST00438,2025-03-22,2,Found cheaper elsewhere,28.11,0,1,0,0,rejected,Wardrobing,2025-03-23
RET000426,ORD001981,CUST00440,2024-09-22,6,Changed mind,221.01,1,1,1,0,approved,Legitimate,2024-09-26
RET000427,ORD001983,CUST00440,2024-10-28,3,No longer needed,110.55,0,1,1,0,approved,Legitimate,2024-10-29
RET000428,ORD001984,CUST00440,2025-07-15,4,Late delivery,251.3,1,1,1,0,approved,Legitimate,2025-07-17
RET000429,ORD002008,CUST00447,2024-11-02,1,Wrong size,198.53,1,1,1,0,approved,Legitimate,2024-11-03
RET000430,ORD002022,CUST00449,2025-03-29,7,No longer needed,167.94,0,1,1,0,approved,Legitimate,2025-04-01
RET000431,ORD002024,CUST00449,2025-08-03,12,Wrong size,44.08,0,1,1,0,approved,Legitimate,2025-08-05
RET000432,ORD002030,CUST00450,2024-05-10,1,Late delivery,5.0,0,1,1,0,approved,Legitimate,2024-05-11
RET000433,ORD002031,CUST00450,2025-01-26,14,Changed mind,128.52,1,0,1,0,approved,Legitimate,2025-01-30
RET000434,ORD002050,CUST00453,2024-03-04,11,Late delivery,264.77,1,1,0,1,rejected,Policy Abuser,2024-03-05
RET000435,ORD002052,CUST00453,2024-12-28,9,Changed mind,157.87,1,0,0,0,rejected,Policy Abuser,2024-12-31
RET000436,ORD002053,CUST00453,2025-05-27,1,Wrong size,143.12,1,0,1,0,rejected,Fraudulent Return,2025-05-29
RET000437,ORD002054,CUST00453,2025-03-03,7,Item damaged,85.51,1,0,0,1,rejected,Policy Abuser,2025-03-06
RET000438,ORD002055,CUST00453,2024-08-16,12,Wrong size,161.02,1,1,0,1,rejected,Wardrobing,2024-08-17
RET000439,ORD002056,CUST00453,2025-07-11,2,No longer needed,139.32,0,0,0,0,rejected,Fraudulent Return,2025-07-12
RET000440,ORD002065,CUST00455,2025-07-29,16,No longer needed,248.41,0,0,1,0,approved,Legitimate,2025-07-31
RET000441,ORD002066,CUST00455,2024-08-05,9,Wrong size,226.44,0,1,1,0,approved,Legitimate,2024-08-09
RET000442,ORD002067,CUST00456,2025-01-11,6,Item defective,69.83,1,0,0,0,approved,Policy Abuser,2025-01-13
RET000443,ORD002068,CUST00456,2024-12-04,1,Found cheaper elsewhere,30.62,1,1,0,0,rejected,Wardrobing,2024-12-07
RET000444,ORD002070,CUST00456,2024-05-26,1,Found cheaper elsewhere,281.77,1,0,0,1,rejected,Fraudulent Return,2024-05-28
RET000445,ORD002071,CUST00456,2024-07-12,1,Item damaged,94.98,0,1,0,0,rejected,Policy Abuser,2024-07-16
RET000446,ORD002072,CUST00456,2024-09-09,14,Item defective,127.49,1,1,0,0,rejected,Wardrobing,2024-09-10
RET000447,ORD002074,CUST00457,2025-08-06,7,Late delivery,167.4,1,0,0,0,approved,Legitimate,2025-08-09
